drug_1_name,drug_2_name,smiles_1,smiles_2,interaction_label
camonsertib,ropinirole,C[C@@H]1COCCN1c1nc2c(cnn2c2ccn[nH]2)c(c1)C1(C[C@H]2CC[C@@H](C1)O2)O,CCCN(CCC)CCc1cccc2c1CC(=N2)O,0
EN67,entospletinib,COC1=CC=C(C=C1F)C2=NOC(CNC(=O)C=C)C2,O1CCN(CC1)c1ccc(cc1)Nc1nc(cn2c1ncc2)c1ccc2c(c1)[nH]nc2,0
ELND006,TCLPA5,Fc1cc2c3[nH]ncc3[C@H](N(c2cc1F)S(=O)(=O)c1ccc(cc1)C(F)(F)F)C1CC1,COc1cccc(c1)n1nc(cc1c1ccc(c(c1)Cl)C1CCCCC1)C(=O)O,0
verinurad,CHR-3996,N#Cc1ccc(c2c1cccc2)c1cnccc1SC(C(=O)O)(C)C,ONC(=O)c1cnc(nc1)N1C[C@@H]2[C@H](C1)[C@H]2NCc1ccc2c(n1)ccc(c2)F,0
bufexamac,RWJ-56423,CCCCOc1ccc(cc1)CC(=O)NO,NC(=N)NCCC[C@@H](C(=O)c1nc2c(s1)cccc2)NC(=O)[C@@H]1C[C@H](CN1C(=O)C)O,0
glycyl-[<sup>13</sup>C<sub>3</sub>]-sarcosine,narazaciclib,[13C]N([13C][13C](O)=O)C(=O)CN,C1(CCCC1)n1c(=O)c(cc2c1nc(nc2)Nc1ccc(cc1)N1CCN(CC1)C)C#N,0
selfotel,milvexian,OC(=O)[C@H]1NCC[C@H](C1)CP(=O)(O)O,C[C@@H]1CCC[C@@H](c2nccc(c2)c2c(cnn2C(F)F)NC1=O)n1cnc(cc1=O)c1c(ccc(c1)Cl)n1cc(nn1)Cl,0
NGB 2904,T5-8,O=C(c1ccc2c(c1)Cc1c2cccc1)NCCCCN1CCN(CC1)c1cccc(c1Cl)Cl,O=C1C(=O)c2cccnc2c2c1cccn2,0
eremomycin,compound 1a [WO2021204952A1],OC[C@H]1O[C@@H](Oc2c3Oc4ccc(cc4)[C@@H](O[C@@H]4O[C@@H](C)[C@@H]([C@@](C4)(C)N)O)[C@@H]4NC(=O)[C@H](NC(=O)[C@H]5c(c3)cc2Oc2ccc(cc2Cl)[C@@H](O)[C@H](C(=O)N[C@H](C(=O)N5)CC(=O)N)NC(=O)[C@@H](CC(C)C)NC)c2ccc(c(c2)c2c([C@H](NC4=O)C(=O)O)cc(cc2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@@](C1)(C)N)O,C1CC1Oc1ncc(cc1)[C@@H]1[C@H](c2ccccc2C(=O)N1CC(F)(F)F)C(=O)Nc1cc(c(cc1)F)C#N,1
5-methyl nicotinic acid,sitaxsentan,Cc1cc(cnc1)C(=O)O,O=C(c1sccc1S(=O)(=O)Nc1onc(c1Cl)C)Cc1cc2OCOc2cc1C,1
BLI-489 free acid,zidebactam,O=C1/C(=C/c2cn3c(n2)COCC3)/[C@@H]2N1C(=CS2)C(=O)O,O=C([C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)NNC(=O)[C@@H]1CCCNC1,0
galidesivir,[<sup>123</sup>I]AM251,c1c(c2c([nH]1)c(ncn2)N)[C@H]1[C@@H]([C@@H]([C@H](N1)CO)O)O,[123I]c1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCCCC1,1
13-<i>cis</i>-retinal,streptonigrin,O=C/C=C(\C=C\C=C(\C=C\C1=C(C)CCCC1(C)C)/C)/C,COC1=C(OC)C=C/C(=c\2/c(N)c([nH]c(c2C)C(=O)O)c2ccc3c(n2)C(=O)C(=C(C3=O)OC)N)/C1=O,0
RF9,SHU9119,NC(=N)NCCC[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)C12CC3CC(C2)CC(C1)C3,C(C=1C=2C(NC1)=CC=CC2)[C@@H]3NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CC4=CC5=C(C=C4)C=CC=C5)NC(=O)[C@H](CC6=CN=CN6)NC(=O)[C@@H](NC([C@H](CCCC)NC(C)=O)=O)CC(=O)NCCCC[C@@H](C(N)=O)NC3=O,0
ivacaftor,bilirubin,O=C(c1c[nH]c2c(c1=O)cccc2)Nc1cc(O)c(cc1C(C)(C)C)C(C)(C)C,C=CC1=C(C)/C(=C/c2[nH]c(c(c2C)CCC(=O)O)Cc2[nH]c(c(c2CCC(=O)O)C)/C=C/2\NC(=O)C(=C2C=C)C)/NC1=O,0
elubirixin,NS1643,O=C(Nc1cccc(c1Cl)F)Nc1ccc(c(c1O)S(=O)(=O)N1CCNCC1)Cl,O=C(Nc1cc(ccc1O)C(F)(F)F)Nc1cc(ccc1O)C(F)(F)F,0
nibrozetone,cefoxitin,BrCC(N1CC([N+]([O-])=O)([N+]([O-])=O)C1)=O,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2[C@@H]1SCC(=C2C(=O)O)COC(=O)N,0
"2',3'-ddATP",FHD-286,Nc1ncnc2c1ncn2[C@H]1CC[C@H](O1)COP(=O)(OP(=O)(OP(=O)(O)O)O)O,COC[C@H](NC(=O)c1cn(cc1)S(=O)(=O)C)C(=O)Nc1nc(cs1)c1cccc(n1)N1C[C@H](C)O[C@H](C)C1,1
[<sup>125</sup>I]epibatidine,[<sup>125</sup>I]SB258585,Clc1ccc(cn1)C1CC2NC1CC2,COc1ccc(cc1N1CCN(CC1)C)NS(=O)(=O)c1ccc(cc1)[125I],0
AZD4625,JMV449,C[C@@H]1CN2c3c4c(c(c(c(c4OCC[C@H]2CN1C(=O)C=C)Cl)c1c(cccc1F)O)F)ncn3,NCCCC[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)[C@H](CC)C)Cc1ccc(cc1)O)NC[C@H](CCCCN)N,1
ocifisertib,moracin M,C[C@@H]1CN(C[C@@H](O1)C)Cc1ccc(cc1)/C=C/c1n[nH]c2cc(ccc12)[C@@H]1C[C@]21C(=O)Nc1ccc(cc21)OC,C1=CC2=C(C=C1O)OC(=C2)C3=CC(=CC(=C3)O)O,0
picotamide,AZD3463,COc1ccc(cc1C(=O)NCc1cccnc1)C(=O)NCc1cccnc1,COc1cc(ccc1Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl)N1CCC(CC1)N,0
maresin 1,[<sup>125</sup>I]SB258585,CC/C=C\C/C=C\C[C@@H](/C=C/C=C/C=C/[C@@H](C/C=C\CCC(=O)O)O)O,COc1ccc(cc1N1CCN(CC1)C)NS(=O)(=O)c1ccc(cc1)[125I],0
5-methyl nicotinic acid,idazoxan,Cc1cc(cnc1)C(=O)O,C1CN=C(N1)C2COC3=CC=CC=C3O2,0
RP-52770,forsythoside B,Clc1cccc(c1)NC(=O)c1ccn2c1CSC2c1cccnc1,OC[C@@]1(O)CO[C@H]([C@@H]1O)OC[C@H]1O[C@@H](OCCc2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1OC(=O)/C=C/c1ccc(c(c1)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O,0
RTOXA-43,reproxalap,O=S(C1=CC(C2=CC(C(N(C)CC3=CN=CC=C3)=O)=CC=C2)=CC=C1OC)(NC4=CC=CC(NCCNC(C5=CC(C)=CC=C5)=O)=C4)=O,Clc1ccc2c(c1)cc(c(n2)C(O)(C)C)N,1
OTB-658,MRS2698,CC(NC[C@@H]1OC(N2C3=CC(F)=C(N4CCSCC4)C=C3OC[C@]21[H])=O)=O,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(O)O)O)O)O[C@H]([C@@H]1N)n1ccc(=O)[nH]c1=S,0
JNJ-63576253,alnodesertib,N#CC1=C(C=C(N2C(C3(CCC3)N(C4=CN=C(OC5CCNCC5)C=C4)C2=S)=O)C=N1)C(F)(F)F,C[C@@H]1COCCN1C2=NC(=NC(=C2)N=[S@](=O)(C)C3CC3)C4=CC(=NC=C4)N,0
RF9,GT2394,NC(=N)NCCC[C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)C12CC3CC(C2)CC(C1)C3,O=C(N[C@@H]1C[C@H]1c1cnc[nH]1)OCC1CCCCC1,0
butikacin,ixabepilone,NCC[C@@H](CN[C@@H]1C[C@H](N)[C@H]([C@@H]([C@H]1O[C@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)N)O)O)O[C@H]1O[C@H](CN)[C@H]([C@@H]([C@H]1O)O)O)O,O=C1N[C@@H](C[C@@H]2O[C@]2(C)CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,1
SB202190,compound 7 [WO2012007375],Oc1ccc(cc1)c1nc(c([nH]1)c1ccc(cc1)F)c1ccncc1,NCCN(c1ncc2c(n1)c(cs2)C(=O)Nc1cc2cccnc2cc1OC)C,0
AM-37,GSK3008348,COc1ccc(cc1)NC(=O)N[C@@H](C(=O)NCC1(CCCCC1)c1cccnc1)Cc1c[nH]c2c1cccc2,CC=1C=C(C)N(N1)C2=CC=CC([C@H](CC(O)=O)CN3C[C@@H](CC3)CCC=4C=CC5=C(N4)NCCC5)=C2,1
MK-0429,GSK-461364A,COc1ccc(cn1)[C@@H](N1CCN(C1=O)CCCc1ccc2c(n1)NCCC2)CC(=O)O,CN1CCN(CC1)Cc1ccc2c(c1)n(cn2)c1cc(c(s1)C(=O)N)O[C@@H](c1ccccc1C(F)(F)F)C,0
"compound 16d [Tao <i>et al.</i>, 2009]",CITCO,Cn1nc2c(c1)c1c3C(=O)NCc3c3c(c1CC2)n(C(C)C)c1c3cc(cc1)Oc1ncccn1,Clc1ccc(cc1)c1nc2n(c1/C=N/OCc1ccc(c(c1)Cl)Cl)ccs2,0
revumenib,compound 83 [PMID: 23888932],C(C)S(=O)(=O)N[C@@H]1CC[C@H](CC1)CN1CCC2(CN(C2)c2ncncc2Oc2c(C(=O)N(C(C)C)CC)cc(cc2)F)CC1,COc1cc(F)c(c(c1)F)C(=O)Nc1cc(Br)cc2c1oc(cc2=O)C(=O)O,1
avacopan,indirubin-3'-monoxime,O=C([C@H]1CCCN([C@H]1c1ccc(cc1)NC1CCCC1)C(=O)c1c(C)cccc1F)Nc1ccc(c(c1)C(F)(F)F)C,ONc1c([nH]c2c1cccc2)C1=c2ccccc2=NC1=O,1
compound 47 [PMID: 35640059],[<sup>125</sup>I]BAY 55-9837,O=C(NCc1ccc(C(=O)O)cc1)c1c(Cc2ccc(F)cc2)sc2c1CCOC2,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc1c[nH]cn1)C(C)C)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,1
JNJ-46281222,fosizensertib,FC(c1c(ccn2c1nnc2CC1CC1)CN1CCC(CC1)c1ccccc1)(F)F,P(=O)(O[C@H](CN(C(=O)C=1C=NC=C(C1)C#CC=2C=NN(C2)C(F)F)C)CC3=CC=CC=C3)(O)O,1
compound 5a [PMID: 27536893],GSK-461364A,CCOc1ccc(cc1)c1nc(C(=O)N)c2c(n1)n(c(=O)[nH]2)c1ccccc1OC,CN1CCN(CC1)Cc1ccc2c(c1)n(cn2)c1cc(c(s1)C(=O)N)O[C@@H](c1ccccc1C(F)(F)F)C,0
DPCPX,zoligratinib,CCCn1c2nc([nH]c2c(=O)n(c1=O)CCC)C1CCCC1,Cc1nc2c([nH]1)cc(cc2)n1ncc(c1N)C(=O)c1cc2c([nH]1)cccc2,0
AZ20,bamocaftor,C[C@@H]1COCCN1c1cc(nc(n1)c1cccc2c1cc[nH]2)C1(CC1)S(=O)(=O)C,C[C@@H]1CN(C(C1)(C)C)c1nc(ccc1C(=O)NS(=O)(=O)c1ccccc1)n1ccc(n1)OCCC1(CC1)C(F)(F)F,0
GW583340,sulfanitran,Fc1cccc(c1)COc1ccc(cc1Cl)Nc1ncnc2c1cc(cc2)c1csc(n1)CNCCS(=O)(=O)C.Cl.Cl,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-],1
MLS1547,NT-0249,Clc1cc(CN2CCN(CC2)c2ccccn2)c(c2c1cccn2)O,CN1C=C(C=N1)N(C[C@@H]2CCCO2)S(=O)(=O)NC(=O)NC3=C4CCCC4=CC5=C3CCC5,1
naquotinib,AP811,C=CC(=O)N1CC[C@H](C1)Oc1nc(Nc2ccc(cc2)N2CCC(CC2)N2CCN(CC2)C)c(nc1CC)C(=O)N,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NC[C@H](CC)C)CCCNC(=N)N)CC(=O)O)NC(=O)[C@@H](NC(=O)Cc1ccc(cc1)NC(=O)c1ccc2c(c1)cccc2)CCCNC(=N)C)C,0
"d[Pen<sup>1</sup>,Tyr(Me)<sup>2</sup>]AVP",oveporexton,COc1ccc(cc1)CC1NC(=O)CC(C)(C)SSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)Cc1ccccc1)CCC(=O)N)CC(=O)N)C(=O)N1CCCC1C(=O)NC(C(=O)NCC(=O)N)CCCN=C(N)N,FC1([C@@H]([C@@H](N(C1)C(C(C)(C)O)=O)CC=2C(=C(C=CC2)C3=CC(=CC(=C3)F)F)F)NS(=O)(=O)CC)F,0
TXA6101,diquafosol,C1=CC(=CC=C1C2=C(OC(=N2)COC3=C(C(=C(C=C3)F)C(=O)N)F)Br)C(F)(F)F,O[C@@H]1[C@@H](COP(=O)(OP(=O)(OP(=O)(OP(=O)(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)O)O)O)O)O[C@H]([C@@H]1O)n1ccc(=O)[nH]c1=O,0
S26284,L-cysteine sulphinic acid,CC(=O)NCCc1cccc2c1cc(OCCCCOc1ccc3c(c1)c(CCNC(=O)C)ccc3)cc2,OS(=O)C[C@@H](C(=O)O)N,0
[<sup>3</sup>H]<i>N</i>-methylspiperone,[<sup>3</sup>H]citalopram,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(C2=O)C)c1ccccc1,N#Cc1ccc2c(c1)COC2(CCCN(C)C)c1ccc(cc1)F,0
LL-37,eribaxaban,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CCC(=O)O)[C@H](O)C)CCCN=C(N)N)C(C)C)CC(C)C)CC(=O)N)CCCN=C(N)N)CC(C)C)Cc1ccccc1)CC(=O)O)CCCCN)[C@H](CC)C)CCCN=C(N)N)CCC(=O)N)C(C)C)[C@H](CC)C)CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N)CC(C)C)CC(=O)O)Cc1ccccc1)Cc1ccccc1)CCCN=C(N)N)CCCCN)CO)CCCCN)CCC(=O)O)CCCCN)CCCCN)CCC(=O)O)Cc1ccccc1,CO[C@@H]1C[C@@H](N(C1)C(=O)Nc1ccc(cc1)Cl)C(=O)Nc1ccc(cc1F)n1ccccc1=O,0
human GIP(5-30)NH2,GSK-461364A,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CCCCN)Cc1c[nH]c2c1cccc2)CC(=O)O)CC(=O)N)CCCCN)CCCCN)CCCCN)CCC(=O)N)C)CC(C)C)CC(C)C)Cc1c[nH]c2c1cccc2)CC(=O)N)C(C)C)Cc1ccccc1)CC(=O)O)CCC(=O)N)CCC(=O)N)Cc1nc[nH]c1)[C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@H]([C@H](O)C)N)Cc1ccccc1)CO)CC(=O)O)Cc1ccc(cc1)O)CO)C)CCSC)CC(=O)O,CN1CCN(CC1)Cc1ccc2c(c1)n(cn2)c1cc(c(s1)C(=O)N)O[C@@H](c1ccccc1C(F)(F)F)C,0
"L-779,976",lidorestat,NC[C@@H]1CCC[C@H](C1)CNC(=O)[C@@H]([C@H](c1c[nH]c2c1cccc2)C)NC(=O)N1CCC(CC1)n1c(=O)[nH]c2c1cccc2,OC(=O)Cn1cc(c2c1cccc2)Cc1sc2c(n1)c(F)c(cc2F)F,0
(-)-baclofen,veonetinib,NC[C@@H](c1ccc(cc1)Cl)CC(=O)O,CC1=CC2=C(N1)C=CC(=C2F)OC3=C4C=C(C(=CC4=NC=C3)OCCN5CC(C6(C5)CC6)O)OC,0
MTK458,midecamycin,FC(F)(F)C1=CC2=C(N1)N=CN=C2N[C@@H]3CCCC4=C3C=CC=C4,CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C,0
ellagic acid,AM-37,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,COc1ccc(cc1)NC(=O)N[C@@H](C(=O)NCC1(CCCCC1)c1cccnc1)Cc1c[nH]c2c1cccc2,1
GW1100,ionomycin,CCOc1ncc(cn1)Cc1cn(c2ccc(cc2)C(=O)OCC)c(nc1=O)SCc1ccc(cc1)F,C[C@H](CCC(=O)O)C[C@H](C)C[C@H](C)C(=O)/C=C(/[C@H](C)C[C@H](C)C/C=C/[C@@H](C)[C@H]([C@@H](C)[C@H](C[C@@H]1CC[C@@](O1)(C)[C@H]2CC[C@@](O2)(C)[C@@H](C)O)O)O)\O,0
3-phenacyl-UDP,idazoxan,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)n(c1=O)CC(=O)c1ccccc1)COP(=O)(OP(=O)(O)O)O,C1CN=C(N1)C2COC3=CC=CC=C3O2,0
compound 11r [PMID: 32045235],GDC-0879,O=C(N[C@H](C(=O)N[C@H](C(=O)C(=O)NCc1ccccc1)C[C@@H]1CCNC1=O)CC1CCCCC1)/C=C/c1ccccc1,OCCn1cc(c(n1)c1ccncc1)c1ccc2c(c1)CC/C/2=N\O,0
XE991,moracin M,O=C1c2ccccc2C(c2c1cccc2)(Cc1ccncc1)Cc1ccncc1,C1=CC2=C(C=C1O)OC(=C2)C3=CC(=CC(=C3)O)O,0
UBP310,linopirdine,N[C@H](C(=O)O)Cn1cc(C)c(=O)n(c1=O)Cc1ccsc1C(=O)O,O=C1N(c2ccccc2)c2c(C1(Cc1ccncc1)Cc1ccncc1)cccc2,1
RP67580,[<sup>18</sup>F]FMBP,COc1ccccc1CC(=N)N1C[C@H]2[C@@H](C1)C(CCC2=O)(c1ccccc1)c1ccccc1,CC1=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC3=CC=C(OCC[18F])C=C3)=CC=C1F,1
AZD5672,clobetasol propionate,CCN(C(=O)Cc1ccc(cc1)S(=O)(=O)C)C1CCN(CC1)CC[C@@H](c1cc(F)cc(c1)F)C1CCN(CC1)S(=O)(=O)C,CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CCl,0
[<sup>3</sup>H]CGS 21680,clobetasol propionate,CCNC(=O)[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1nc(NCCc1ccc(cc1)CCC(=O)O)nc2N,CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CCl,0
VU0155041,(-)-tertatolol,O=C([C@H]1CCCC[C@H]1C(=O)O)Nc1cc(Cl)cc(c1)Cl,O[C@@H](COc1cccc2c1SCCC2)CNC(C)(C)C,1
5-methyl nicotinic acid,BML-281,Cc1cc(cnc1)C(=O)O,ONC(=O)CCCCCCNC(=O)c1noc(c1)c1ccc(cc1)NC(=O)OC(C)(C)C,1
compound 16z [PMID: 35609303],ixabepilone,C(C1=CC=CC=C1)N2CC=3C(N=C4N(C3CC2)CCN4CC5=CC(=C(C=C5)F)Br)=O,O=C1N[C@@H](C[C@@H]2O[C@]2(C)CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](C1)O)(C)C)C)O)C)/C(=C/c1csc(n1)C)/C,0
13-<i>cis</i>-retinal,[<sup>3</sup>H](+)DOB,O=C/C=C(\C=C\C=C(\C=C\C1=C(C)CCCC1(C)C)/C)/C,COc1cc(Br)c(cc1CC(N)C)OC,0
compound 1a [PMID: 18573659],trimipramine,Brc1cc(ccc1OC1CCNCC1)CN1CC[C@@H](C1)NC(=O)c1ccc(c(c1)Cl)Cl,CN(CC(CN1c2ccccc2CCc2c1cccc2)C)C,0
LL-37,levonantradol,NCCCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CO)CCC(=O)O)[C@H](O)C)CCCN=C(N)N)C(C)C)CC(C)C)CC(=O)N)CCCN=C(N)N)CC(C)C)Cc1ccccc1)CC(=O)O)CCCCN)[C@H](CC)C)CCCN=C(N)N)CCC(=O)N)C(C)C)[C@H](CC)C)CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@H]([C@H](CC)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N)CC(C)C)CC(=O)O)Cc1ccccc1)Cc1ccccc1)CCCN=C(N)N)CCCCN)CO)CCCCN)CCC(=O)O)CCCCN)CCCCN)CCC(=O)O)Cc1ccccc1,C[C@H]1[C@@H]2CC[C@H](C[C@H]2c2c(N1)cc(cc2OC(=O)C)O[C@H](C)CCCc1ccccc1)O,0
sibutramine,vonafexor,CC(CC(C1(CCC1)c1ccc(cc1)Cl)N(C)C)C,C1CN(CCN1C2=C(C3=C(C=C2)OC(=C3)C(=O)O)Cl)S(=O)(=O)C4=C(C=CC=C4Cl)Cl,1
7-hydroxycholesterol,"2',5'-dideoxyadenosine",CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2C(O)C=C2[C@]1(C)CC[C@@H](C2)O)C)C,O[C@H]1C[C@@H](O[C@@H]1C)n1cnc2c1ncnc2N,1
TCLPA5,mycoplanecin A,COc1cccc(c1)n1nc(cc1c1ccc(c(c1)Cl)C1CCCCC1)C(=O)O,CCC1CC(N(C1)C(=O)C(C(C)C)N(C)C(=O)C(=O)CC)C(=O)N(C)C2C(OC(=O)CNC(=O)C(N(C(=O)C3CCCN3C(=O)C(N(C(=O)C(NC(=O)C4CC(CN4C(=O)C(NC2=O)CC(C)C)C)CCC(C)C)C)C(C)C)C)CC(C)C)C,1
GPI-1046,losmapimod,CCC(C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1)(C)C,O=C(c1ccc(nc1)c1cc(cc(c1C)F)C(=O)NC1CC1)NCC(C)(C)C,0
MTK458,EMPA,FC(F)(F)C1=CC2=C(N1)N=CN=C2N[C@@H]3CCCC4=C3C=CC=C4,COc1ccc(cn1)N(S(=O)(=O)c1ccccc1C)CC(=O)N(Cc1cccnc1)CC,0
naquotinib,[<sup>123</sup>I]AM251,C=CC(=O)N1CC[C@H](C1)Oc1nc(Nc2ccc(cc2)N2CCC(CC2)N2CCN(CC2)C)c(nc1CC)C(=O)N,[123I]c1ccc(cc1)c1c(C)c(nn1c1ccc(cc1Cl)Cl)C(=O)NN1CCCCC1,0
ceforanide,MRS2802,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)Cc1ccccc1CN)C(=O)O)CSc1nnnn1CC(=O)O,O[C@H]1[C@@H](COP(=O)(C(P(=O)(O)O)(F)F)O)O[C@H]([C@H]1O)n1ccc(=O)[nH]c1=O,0
TAM16,GT2394,CNC(=O)c1c(oc2c1c(CN1CCCCC1)c(cc2)O)c1ccc(cc1)O,O=C(N[C@@H]1C[C@H]1c1cnc[nH]1)OCC1CCCCC1,0
calphostin C,guaifenesin,COC1=CC(=O)c2c3c1c1C(=CC(=O)c4c1c(c3c(c(c2O)OC)C[C@H](OC(=O)Oc1ccc(cc1)O)C)c(C[C@H](OC(=O)c1ccccc1)C)c(c4O)OC)OC,OCC(COc1ccccc1OC)O,0
naloxone benzoylhydrazone,TD-8954,C=CCN1CC[C@@]23[C@@]4([C@H]1Cc1c3c(O[C@H]2/C(=N/NC(=O)c2ccccc2)/CC4)c(cc1)O)O,COC(=O)N1CCC(CC1)CN1CCC(CC1)CNC(=O)c1cccc2c1nc([nH]2)C(C)C,0
TAM16,5S-HPETE,CNC(=O)c1c(oc2c1c(CN1CCCCC1)c(cc2)O)c1ccc(cc1)O,CCCCC/C=C\C/C=C\C/C=C\C=C\[C@H](CCCC(=O)O)OO,0
